Survey_Date,Age,Age_group,Gender,Region,Industry,Job_Role,Work_Arrangement,Hours_Per_Week,Mental_Health_Status,Burnout_Level,Burnout_score,Work_Life_Balance_Score,Physical_Health_Issues,Social_Isolation_Score,Salary_Range
2025-06-07,54,51-65,Female,North America,Professional Services,Research Scientist,Onsite,59,None,High,8,5,None,3,$40K-60K
2025-06-07,54,51-65,Female,Asia,Professional Services,Research Scientist,Onsite,50,Anxiety,Low,2,2,Back Pain,2,$60K-80K
2025-06-07,57,51-65,Male,North America,Finance,Research Scientist,Onsite,52,None,Low,2,3,None,3,$60K-80K
2025-06-08,63,51-65,Male,Europe,Technology,Research Scientist,Hybrid,38,Depression,High,10,1,Shoulder Pain; Wrist Pain,2,$60K-80K
2025-06-08,45,36-50,Female,Africa,Finance,Research Scientist,Hybrid,49,Anxiety,Medium,5,4,Shoulder Pain,3,$80K-100K
2025-06-08,36,36-50,Male,North America,Professional Services,Research Scientist,Onsite,65,None,Low,3,1,Back Pain; Shoulder Pain; Neck Pain,2,$100K-120K
2025-06-08,23,20-35,Female,South America,Professional Services,Research Scientist,Onsite,35,Stress Disorder,Medium,6,4,Back Pain; Eye Strain,2,$60K-80K
2025-06-08,51,51-65,Female,South America,Retail,Research Scientist,Onsite,61,ADHD,High,9,3,Back Pain; Eye Strain,3,$40K-60K
2025-06-08,28,20-35,Female,Asia,Customer Service,Research Scientist,Onsite,48,Stress Disorder,Medium,6,5,Eye Strain,1,$40K-60K
2025-06-09,65,51-65,Female,Oceania,Finance,Research Scientist,Onsite,57,None,High,10,1,Shoulder Pain,1,$60K-80K
2025-06-09,43,36-50,Male,Oceania,Marketing,Research Scientist,Remote,55,Depression,Medium,4,1,Neck Pain,4,$60K-80K
2025-06-09,49,36-50,Female,Oceania,Technology,Research Scientist,Hybrid,55,Burnout,Medium,6,1,Shoulder Pain; Neck Pain,2,$40K-60K
2025-06-10,40,36-50,Male,North America,Manufacturing,Research Scientist,Onsite,49,Depression,Medium,4,1,None,4,$80K-100K
2025-06-10,29,20-35,Male,Asia,Manufacturing,Research Scientist,Hybrid,59,Burnout,Medium,6,4,Back Pain; Shoulder Pain,1,$40K-60K
2025-06-10,43,36-50,Female,Europe,Technology,Research Scientist,Remote,48,None,Medium,6,1,Wrist Pain,1,$60K-80K
2025-06-10,65,51-65,Male,Asia,Marketing,Research Scientist,Onsite,60,None,Medium,4,3,Neck Pain,2,$80K-100K
2025-06-10,40,36-50,Female,South America,Education,Research Scientist,Onsite,46,Burnout,Low,1,1,Eye Strain,3,$40K-60K
2025-06-10,65,51-65,Male,Africa,Finance,Research Scientist,Onsite,57,Stress Disorder,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-10,22,20-35,Male,North America,Education,Research Scientist,Remote,59,None,Medium,6,4,Back Pain; Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-11,26,20-35,Female,North America,Marketing,Research Scientist,Hybrid,40,Depression,High,8,5,Back Pain; Eye Strain,2,$80K-100K
2025-06-11,25,20-35,Male,South America,Marketing,Research Scientist,Onsite,50,Stress Disorder,Medium,4,5,None,2,$80K-100K
2025-06-11,24,20-35,Male,Africa,Technology,Research Scientist,Onsite,51,Anxiety,Medium,4,4,Eye Strain; Wrist Pain,3,$120K+
2025-06-11,65,51-65,Male,Africa,Healthcare,Research Scientist,Hybrid,49,Stress Disorder,High,8,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,5,$80K-100K
2025-06-11,52,51-65,Male,North America,Technology,Research Scientist,Remote,65,Anxiety,High,7,3,Shoulder Pain,3,$60K-80K
2025-06-11,45,36-50,Female,Oceania,Technology,Research Scientist,Remote,43,PTSD,High,8,1,Eye Strain; Wrist Pain,4,$80K-100K
2025-06-12,28,20-35,Male,South America,Healthcare,Research Scientist,Hybrid,46,Stress Disorder,Medium,6,5,Eye Strain,2,$120K+
2025-06-12,33,20-35,Male,North America,Professional Services,Research Scientist,Onsite,50,PTSD,High,9,3,Back Pain; Neck Pain,2,$100K-120K
2025-06-12,32,20-35,Male,North America,Technology,Research Scientist,Hybrid,56,Anxiety,Low,3,2,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,2,$40K-60K
2025-06-12,34,20-35,Female,South America,Technology,Research Scientist,Hybrid,56,ADHD,High,8,4,Back Pain; Eye Strain,4,$60K-80K
2025-06-12,56,51-65,Male,Oceania,Healthcare,Research Scientist,Hybrid,46,None,Medium,6,2,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-12,59,51-65,Male,Europe,Education,Research Scientist,Onsite,65,Depression,Medium,6,4,Shoulder Pain; Neck Pain,1,$60K-80K
2025-06-13,42,36-50,Female,South America,Professional Services,Research Scientist,Onsite,55,Stress Disorder,High,10,1,Shoulder Pain; Eye Strain,4,$120K+
2025-06-13,36,36-50,Female,Oceania,Professional Services,Research Scientist,Remote,43,Depression,High,7,3,Back Pain; Eye Strain; Neck Pain,5,$80K-100K
2025-06-13,61,51-65,Female,Oceania,Retail,Research Scientist,Onsite,36,PTSD,Medium,5,3,Back Pain; Eye Strain,3,$60K-80K
2025-06-13,31,20-35,Male,Africa,Technology,Research Scientist,Hybrid,41,Stress Disorder,Medium,6,2,Back Pain; Eye Strain; Wrist Pain,2,$40K-60K
2025-06-13,53,51-65,Male,Africa,Technology,Research Scientist,Remote,58,ADHD,Low,1,4,Eye Strain,4,$40K-60K
2025-06-13,35,20-35,Female,Europe,Retail,Research Scientist,Hybrid,58,None,High,8,3,Back Pain; Shoulder Pain; Neck Pain,2,$40K-60K
2025-06-13,38,36-50,Male,Oceania,Customer Service,Research Scientist,Onsite,42,PTSD,Low,1,4,Wrist Pain,1,$120K+
2025-06-13,48,36-50,Female,South America,Marketing,Research Scientist,Onsite,51,Burnout,High,7,2,Shoulder Pain; Eye Strain,2,$120K+
2025-06-13,62,51-65,Male,Oceania,Finance,Research Scientist,Onsite,52,Depression,High,7,3,Back Pain; Eye Strain,2,$60K-80K
2025-06-14,62,51-65,Female,Africa,Healthcare,Research Scientist,Onsite,57,PTSD,Low,2,1,Back Pain; Shoulder Pain,2,$120K+
2025-06-14,55,51-65,Male,South America,Education,Research Scientist,Onsite,61,None,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$120K+
2025-06-14,31,20-35,Male,Oceania,Finance,Research Scientist,Hybrid,47,Depression,Low,2,1,Back Pain; Shoulder Pain; Wrist Pain,2,$80K-100K
2025-06-14,27,20-35,Male,Europe,Technology,Research Scientist,Hybrid,58,None,High,8,4,Back Pain; Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-14,47,36-50,Male,Oceania,Technology,Research Scientist,Onsite,57,None,Low,2,4,Back Pain; Shoulder Pain; Neck Pain,2,$60K-80K
2025-06-14,62,51-65,Female,South America,Retail,Research Scientist,Onsite,45,Anxiety,Low,3,1,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-14,51,51-65,Female,Africa,Finance,Research Scientist,Onsite,40,None,Medium,5,3,Shoulder Pain; Eye Strain,1,$40K-60K
2025-06-14,36,36-50,Male,Oceania,Healthcare,Research Scientist,Onsite,39,None,Medium,6,3,Shoulder Pain; Eye Strain,4,$60K-80K
2025-06-14,63,51-65,Female,North America,Technology,Research Scientist,Hybrid,50,Burnout,Medium,6,4,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-15,62,51-65,Male,Asia,Finance,Research Scientist,Remote,48,Stress Disorder,High,8,2,Back Pain,5,$80K-100K
2025-06-15,36,36-50,Female,South America,Technology,Research Scientist,Onsite,52,None,Medium,4,4,Back Pain; Shoulder Pain,1,$120K+
2025-06-15,32,20-35,Male,South America,Professional Services,Research Scientist,Onsite,62,None,High,7,5,Back Pain,4,$80K-100K
2025-06-15,63,51-65,Male,Europe,Technology,Research Scientist,Hybrid,63,PTSD,Medium,4,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$80K-100K
2025-06-16,31,20-35,Female,South America,Healthcare,Research Scientist,Onsite,38,Anxiety,Medium,4,2,Shoulder Pain; Eye Strain; Wrist Pain,3,$60K-80K
2025-06-16,56,51-65,Female,Europe,Finance,Research Scientist,Onsite,42,Burnout,Low,1,4,Back Pain; Eye Strain,4,$80K-100K
2025-06-16,42,36-50,Female,North America,Technology,Research Scientist,Onsite,63,Anxiety,High,9,5,Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-16,44,36-50,Male,North America,Customer Service,Research Scientist,Onsite,54,Stress Disorder,Medium,6,4,Shoulder Pain,3,$80K-100K
2025-06-16,37,36-50,Male,Oceania,Marketing,Research Scientist,Onsite,35,ADHD,Low,1,3,Neck Pain,2,$80K-100K
2025-06-16,43,36-50,Female,Europe,Marketing,Research Scientist,Onsite,37,PTSD,Low,2,3,Neck Pain,1,$80K-100K
2025-06-16,49,36-50,Female,Africa,Technology,Research Scientist,Remote,43,Stress Disorder,High,10,3,Eye Strain,1,$60K-80K
2025-06-16,30,20-35,Female,Africa,Manufacturing,Research Scientist,Onsite,45,Anxiety,Medium,6,1,Eye Strain; Neck Pain,3,$60K-80K
2025-06-17,34,20-35,Male,Oceania,Customer Service,Research Scientist,Hybrid,57,None,High,9,3,Back Pain,2,$60K-80K
2025-06-17,22,20-35,Female,South America,Professional Services,Research Scientist,Onsite,43,Burnout,Medium,4,3,Shoulder Pain; Neck Pain,2,$40K-60K
2025-06-17,27,20-35,Female,Africa,Education,Research Scientist,Onsite,43,Depression,High,9,5,Back Pain; Eye Strain,1,$60K-80K
2025-06-17,56,51-65,Female,Oceania,Technology,Research Scientist,Remote,55,ADHD,High,10,3,None,3,$40K-60K
2025-06-18,25,20-35,Male,Oceania,Technology,Research Scientist,Remote,49,PTSD,Medium,6,2,Back Pain; Eye Strain,5,$60K-80K
2025-06-18,61,51-65,Male,Europe,Finance,Research Scientist,Hybrid,56,None,Low,1,1,Back Pain,4,$80K-100K
2025-06-18,28,20-35,Female,Europe,Technology,Research Scientist,Hybrid,40,PTSD,Low,1,1,Back Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-18,54,51-65,Female,South America,Professional Services,Research Scientist,Onsite,55,ADHD,Medium,4,3,Back Pain; Neck Pain,4,$60K-80K
2025-06-19,26,20-35,Female,Europe,Marketing,Research Scientist,Onsite,46,None,High,8,3,Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-19,29,20-35,Male,South America,Technology,Research Scientist,Hybrid,43,Anxiety,High,7,2,Back Pain; Eye Strain; Wrist Pain,1,$100K-120K
2025-06-19,42,36-50,Female,Africa,Technology,Research Scientist,Hybrid,60,Depression,Medium,5,5,Back Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-19,55,51-65,Female,South America,Manufacturing,Research Scientist,Hybrid,52,ADHD,Medium,5,3,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,3,$60K-80K
2025-06-19,57,51-65,Female,Asia,Education,Research Scientist,Onsite,45,ADHD,Low,1,3,Shoulder Pain,3,$100K-120K
2025-06-19,44,36-50,Female,Africa,Professional Services,Research Scientist,Hybrid,54,Depression,High,9,4,Neck Pain,2,$80K-100K
2025-06-19,59,51-65,Male,North America,Manufacturing,Research Scientist,Onsite,35,None,Low,2,1,None,3,$60K-80K
2025-06-19,59,51-65,Female,South America,Technology,Research Scientist,Hybrid,50,None,Medium,5,5,Back Pain,3,$60K-80K
2025-06-20,53,51-65,Male,North America,Healthcare,Research Scientist,Onsite,44,ADHD,High,10,5,Eye Strain,4,$80K-100K
2025-06-20,52,51-65,Male,South America,Education,Research Scientist,Remote,39,ADHD,High,8,3,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-20,50,36-50,Non-binary,Europe,Retail,Research Scientist,Remote,52,Stress Disorder,Medium,4,3,Shoulder Pain; Eye Strain; Neck Pain,2,$40K-60K
2025-06-21,59,51-65,Male,Africa,Manufacturing,Research Scientist,Onsite,46,Depression,Medium,5,1,None,3,$60K-80K
2025-06-21,42,36-50,Female,Asia,Technology,Research Scientist,Onsite,43,Burnout,Medium,6,3,Shoulder Pain; Wrist Pain,2,$100K-120K
2025-06-21,46,36-50,Male,Asia,Education,Research Scientist,Onsite,49,None,Low,1,3,Eye Strain; Wrist Pain,1,$60K-80K
2025-06-21,61,51-65,Female,Africa,Technology,Research Scientist,Onsite,39,PTSD,Medium,5,3,Neck Pain; Wrist Pain,3,$80K-100K
2025-06-21,44,36-50,Male,Africa,Technology,Research Scientist,Remote,39,Anxiety,High,7,4,Eye Strain,4,$60K-80K
2025-06-21,44,36-50,Female,South America,Professional Services,Research Scientist,Onsite,36,ADHD,Medium,6,2,Back Pain,3,$60K-80K
2025-06-22,27,20-35,Female,South America,Professional Services,Research Scientist,Remote,60,Depression,High,7,4,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,5,$80K-100K
2025-06-22,63,51-65,Male,Europe,Manufacturing,Research Scientist,Onsite,49,None,Medium,4,4,Shoulder Pain,1,$80K-100K
2025-06-22,48,36-50,Non-binary,North America,Technology,Research Scientist,Hybrid,44,Stress Disorder,Medium,6,3,Back Pain,3,$80K-100K
2025-06-22,54,51-65,Female,Oceania,Education,Research Scientist,Onsite,49,Anxiety,Medium,4,3,Shoulder Pain,2,$40K-60K
2025-06-22,56,51-65,Female,North America,Healthcare,Research Scientist,Onsite,52,Anxiety,Low,1,3,Back Pain; Eye Strain; Wrist Pain,2,$80K-100K
2025-06-23,65,51-65,Female,North America,Professional Services,Research Scientist,Onsite,46,Burnout,Low,3,2,Eye Strain; Neck Pain; Wrist Pain,3,$40K-60K
2025-06-23,29,20-35,Female,Asia,Customer Service,Research Scientist,Onsite,36,Burnout,Medium,6,3,None,1,$60K-80K
2025-06-23,37,36-50,Male,Africa,Marketing,Research Scientist,Hybrid,57,Depression,Medium,4,4,Shoulder Pain; Neck Pain,3,$40K-60K
2025-06-23,49,36-50,Female,Europe,Professional Services,Research Scientist,Onsite,37,Stress Disorder,Medium,5,3,Back Pain; Eye Strain; Wrist Pain,2,$80K-100K
2025-06-23,57,51-65,Female,Africa,Healthcare,Research Scientist,Onsite,57,PTSD,Medium,5,3,Eye Strain,1,$40K-60K
2025-06-23,51,51-65,Female,Europe,Education,Research Scientist,Onsite,64,None,Low,2,4,Shoulder Pain,5,$60K-80K
2025-06-23,25,20-35,Female,South America,Manufacturing,Research Scientist,Hybrid,55,Anxiety,High,10,1,Shoulder Pain; Eye Strain; Neck Pain,3,$80K-100K
2025-06-23,41,36-50,Male,Europe,Manufacturing,Research Scientist,Remote,53,None,Medium,5,1,Back Pain; Shoulder Pain,4,$60K-80K
2025-06-23,45,36-50,Female,South America,Professional Services,Research Scientist,Remote,36,ADHD,High,10,3,Wrist Pain,4,$40K-60K
2025-06-23,48,36-50,Male,Europe,Professional Services,Research Scientist,Remote,55,Anxiety,High,9,2,Back Pain; Wrist Pain,4,$40K-60K
2025-06-24,26,20-35,Female,Europe,Professional Services,Research Scientist,Onsite,45,None,High,9,4,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,1,$40K-60K
2025-06-24,37,36-50,Male,Africa,Retail,Research Scientist,Onsite,56,Depression,High,7,3,Shoulder Pain; Eye Strain; Neck Pain,2,$80K-100K
2025-06-24,52,51-65,Female,North America,Professional Services,Research Scientist,Onsite,50,Stress Disorder,High,10,1,Shoulder Pain; Eye Strain; Wrist Pain,2,$60K-80K
2025-06-24,32,20-35,Prefer not to say,Asia,Customer Service,Research Scientist,Onsite,40,None,Medium,6,3,Shoulder Pain; Eye Strain,1,$80K-100K
2025-06-24,57,51-65,Male,South America,Education,Research Scientist,Onsite,35,PTSD,Low,1,1,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-24,49,36-50,Male,Asia,Education,Research Scientist,Hybrid,38,Depression,Medium,6,1,Back Pain; Eye Strain,3,$80K-100K
2025-06-24,65,51-65,Female,Europe,Professional Services,Research Scientist,Remote,49,None,Medium,5,4,None,4,$80K-100K
2025-06-24,64,51-65,Male,Asia,Manufacturing,Research Scientist,Hybrid,49,PTSD,Medium,5,3,Back Pain; Wrist Pain,4,$60K-80K
2025-06-24,54,51-65,Male,South America,Manufacturing,Research Scientist,Onsite,52,ADHD,Medium,4,3,Shoulder Pain,2,$60K-80K
2025-06-24,29,20-35,Female,North America,Technology,Research Scientist,Hybrid,43,None,High,7,3,Back Pain; Eye Strain,3,$60K-80K
2025-06-25,65,51-65,Female,Africa,Customer Service,Research Scientist,Onsite,57,None,Low,2,5,Back Pain; Eye Strain,4,$60K-80K
2025-06-25,46,36-50,Male,Europe,Technology,Research Scientist,Remote,45,None,Low,3,5,Shoulder Pain; Neck Pain; Wrist Pain,4,$60K-80K
2025-06-25,57,51-65,Female,South America,Healthcare,Research Scientist,Onsite,47,Depression,High,8,2,Back Pain; Neck Pain,3,$60K-80K
2025-06-25,56,51-65,Non-binary,Asia,Marketing,Research Scientist,Onsite,63,PTSD,Medium,5,4,Eye Strain; Neck Pain,1,$80K-100K
2025-06-25,62,51-65,Female,South America,Finance,Research Scientist,Remote,53,Burnout,High,9,2,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,5,$40K-60K
2025-06-25,27,20-35,Female,South America,Professional Services,Research Scientist,Onsite,64,PTSD,Low,3,3,Back Pain; Neck Pain,1,$80K-100K
2025-06-26,29,20-35,Female,Asia,Finance,Research Scientist,Remote,45,Depression,Medium,5,4,Back Pain,5,$60K-80K
2025-06-26,31,20-35,Male,Asia,Retail,Research Scientist,Remote,35,Depression,Low,1,2,Shoulder Pain; Eye Strain,5,$40K-60K
2025-06-26,35,20-35,Male,Oceania,Professional Services,Research Scientist,Hybrid,45,ADHD,High,10,3,Eye Strain,3,$80K-100K
2025-06-26,47,36-50,Male,Africa,Finance,Research Scientist,Hybrid,35,PTSD,Medium,6,4,Back Pain,1,$60K-80K
2025-06-26,32,20-35,Male,Europe,Professional Services,Research Scientist,Onsite,61,None,Low,2,3,Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-01,57,51-65,Male,Africa,Retail,Sales Representative,Onsite,57,Burnout,High,8,3,Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-01,25,20-35,Male,Africa,Professional Services,Sales Representative,Onsite,49,PTSD,Low,1,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$100K-120K
2025-06-01,26,20-35,Male,South America,Manufacturing,Sales Representative,Hybrid,65,PTSD,High,7,2,Back Pain; Shoulder Pain,1,$60K-80K
2025-06-01,29,20-35,Female,Africa,Technology,Sales Representative,Hybrid,55,None,Medium,5,2,Back Pain; Eye Strain,3,$80K-100K
2025-06-01,22,20-35,Male,Oceania,Technology,Sales Representative,Onsite,43,Stress Disorder,Medium,6,1,Shoulder Pain; Eye Strain; Wrist Pain,2,$60K-80K
2025-06-01,41,36-50,Female,Europe,Technology,Sales Representative,Hybrid,43,None,High,9,3,Shoulder Pain,1,$120K+
2025-06-02,23,20-35,Male,Asia,Technology,Sales Representative,Remote,44,Burnout,High,9,5,Back Pain; Eye Strain; Neck Pain,5,$40K-60K
2025-06-02,47,36-50,Male,North America,Technology,Sales Representative,Remote,55,Stress Disorder,High,10,3,Back Pain; Shoulder Pain,3,$40K-60K
2025-06-02,40,36-50,Male,Asia,Finance,Sales Representative,Remote,60,PTSD,Medium,4,4,Back Pain,5,$60K-80K
2025-06-02,29,20-35,Female,North America,Finance,Sales Representative,Hybrid,46,Burnout,Low,3,5,Neck Pain,3,$80K-100K
2025-06-02,48,36-50,Female,Asia,Marketing,Sales Representative,Hybrid,63,PTSD,High,10,3,Back Pain; Wrist Pain,1,$80K-100K
2025-06-03,62,51-65,Female,South America,Finance,Sales Representative,Hybrid,41,Stress Disorder,Medium,6,2,Eye Strain,2,$60K-80K
2025-06-03,22,20-35,Male,Asia,Technology,Sales Representative,Remote,39,None,High,7,3,Eye Strain; Neck Pain,1,$60K-80K
2025-06-03,24,20-35,Male,Asia,Education,Sales Representative,Onsite,58,PTSD,Medium,5,3,Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-03,61,51-65,Male,Europe,Technology,Sales Representative,Hybrid,55,ADHD,Low,1,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-03,36,36-50,Female,North America,Retail,Sales Representative,Onsite,56,Burnout,Low,3,5,None,3,$80K-100K
2025-06-04,51,51-65,Female,North America,Retail,Sales Representative,Onsite,39,Depression,Medium,4,5,Neck Pain,2,$100K-120K
2025-06-04,60,51-65,Male,Africa,Marketing,Sales Representative,Hybrid,44,ADHD,High,9,2,Shoulder Pain,2,$40K-60K
2025-06-04,35,20-35,Female,Asia,Finance,Sales Representative,Onsite,50,Anxiety,Medium,6,3,None,3,$100K-120K
2025-06-05,56,51-65,Male,Europe,Technology,Sales Representative,Remote,37,Burnout,High,8,3,Back Pain; Shoulder Pain,5,$80K-100K
2025-06-05,23,20-35,Female,Africa,Finance,Sales Representative,Hybrid,42,None,Medium,5,3,Back Pain; Shoulder Pain; Neck Pain,3,$100K-120K
2025-06-05,31,20-35,Female,South America,Technology,Sales Representative,Remote,60,Depression,Low,1,5,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,4,$60K-80K
2025-06-05,49,36-50,Female,Africa,Marketing,Sales Representative,Onsite,46,PTSD,Medium,6,2,Neck Pain; Wrist Pain,3,$60K-80K
2025-06-05,34,20-35,Male,North America,Manufacturing,Sales Representative,Hybrid,39,None,Medium,4,4,Eye Strain,4,$100K-120K
2025-06-06,37,36-50,Female,Oceania,Professional Services,Sales Representative,Onsite,41,Depression,Medium,6,3,Eye Strain,2,$60K-80K
2025-06-06,35,20-35,Female,Asia,Professional Services,Sales Representative,Onsite,40,Anxiety,Medium,5,2,Eye Strain,3,$80K-100K
2025-06-06,25,20-35,Male,South America,Manufacturing,Sales Representative,Remote,35,Stress Disorder,High,8,3,Shoulder Pain; Eye Strain; Wrist Pain,4,$60K-80K
2025-06-07,36,36-50,Female,South America,Marketing,Sales Representative,Onsite,55,Anxiety,Medium,4,3,Back Pain,1,$80K-100K
2025-06-07,22,20-35,Male,Asia,Education,Sales Representative,Hybrid,38,PTSD,High,8,4,Eye Strain; Wrist Pain,3,$60K-80K
2025-06-07,53,51-65,Male,Oceania,Technology,Sales Representative,Hybrid,53,Anxiety,High,7,3,Back Pain,4,$80K-100K
2025-06-07,31,20-35,Male,Oceania,Technology,Sales Representative,Remote,47,None,High,10,3,Back Pain; Shoulder Pain; Neck Pain,4,$80K-100K
2025-06-07,54,51-65,Male,Oceania,Professional Services,Sales Representative,Hybrid,58,PTSD,Medium,5,2,None,4,$60K-80K
2025-06-07,59,51-65,Male,Europe,Professional Services,Sales Representative,Onsite,55,Stress Disorder,High,10,1,Shoulder Pain; Eye Strain; Neck Pain,1,$80K-100K
2025-06-08,41,36-50,Female,Europe,Professional Services,Sales Representative,Onsite,52,Depression,Medium,5,3,Back Pain; Neck Pain,1,$60K-80K
2025-06-08,34,20-35,Female,Oceania,Technology,Sales Representative,Onsite,61,PTSD,Low,3,5,Eye Strain,2,$40K-60K
2025-06-09,31,20-35,Female,Europe,Professional Services,Sales Representative,Hybrid,55,PTSD,Medium,6,4,Back Pain; Eye Strain; Wrist Pain,3,$100K-120K
2025-06-09,58,51-65,Female,Africa,Healthcare,Sales Representative,Hybrid,46,None,Medium,6,2,Shoulder Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-09,24,20-35,Male,South America,Technology,Sales Representative,Onsite,37,PTSD,Medium,5,3,Back Pain; Eye Strain; Neck Pain; Wrist Pain,4,$40K-60K
2025-06-09,58,51-65,Male,Asia,Manufacturing,Sales Representative,Onsite,46,Stress Disorder,Medium,6,3,None,1,$60K-80K
2025-06-10,37,36-50,Female,Europe,Customer Service,Sales Representative,Hybrid,61,Depression,High,10,2,Back Pain; Eye Strain; Neck Pain,5,$80K-100K
2025-06-10,36,36-50,Male,South America,Finance,Sales Representative,Onsite,62,None,High,8,2,Back Pain; Neck Pain,5,$80K-100K
2025-06-10,52,51-65,Female,Europe,Technology,Sales Representative,Onsite,48,Burnout,Medium,6,3,Back Pain,2,$60K-80K
2025-06-10,45,36-50,Male,North America,Retail,Sales Representative,Hybrid,57,PTSD,High,9,3,Shoulder Pain; Eye Strain; Wrist Pain,2,$40K-60K
2025-06-11,55,51-65,Male,Africa,Finance,Sales Representative,Onsite,39,None,Medium,5,5,None,2,$80K-100K
2025-06-11,23,20-35,Female,Africa,Finance,Sales Representative,Hybrid,49,Burnout,Low,2,4,Back Pain; Shoulder Pain,2,$80K-100K
2025-06-11,54,51-65,Male,Oceania,Education,Sales Representative,Onsite,61,PTSD,Medium,4,3,Back Pain; Neck Pain,2,$60K-80K
2025-06-12,24,20-35,Male,Oceania,Education,Sales Representative,Onsite,65,Burnout,Medium,5,5,Eye Strain; Wrist Pain,2,$60K-80K
2025-06-12,26,20-35,Male,Asia,Education,Sales Representative,Remote,38,PTSD,High,9,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain; Wrist Pain,1,$80K-100K
2025-06-12,22,20-35,Male,Oceania,Finance,Sales Representative,Onsite,58,Depression,Medium,6,3,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,5,$40K-60K
2025-06-12,48,36-50,Female,Asia,Education,Sales Representative,Remote,57,Depression,Medium,5,3,Eye Strain; Neck Pain,3,$80K-100K
2025-06-12,22,20-35,Male,Oceania,Healthcare,Sales Representative,Onsite,58,None,Medium,6,4,Eye Strain; Neck Pain,1,$80K-100K
2025-06-13,23,20-35,Female,Asia,Manufacturing,Sales Representative,Onsite,65,None,Low,3,4,Back Pain; Shoulder Pain; Neck Pain; Wrist Pain,1,$120K+
2025-06-14,58,51-65,Male,North America,Healthcare,Sales Representative,Onsite,38,None,Low,3,3,Shoulder Pain,1,$40K-60K
2025-06-14,44,36-50,Male,Africa,Healthcare,Sales Representative,Onsite,45,None,High,7,4,Back Pain,4,$80K-100K
2025-06-14,22,20-35,Male,North America,Retail,Sales Representative,Remote,65,Depression,Medium,6,2,Shoulder Pain,3,$60K-80K
2025-06-14,62,51-65,Male,North America,Professional Services,Sales Representative,Onsite,48,ADHD,Medium,6,2,None,3,$80K-100K
2025-06-14,51,51-65,Male,Asia,Technology,Sales Representative,Hybrid,53,Depression,High,7,5,Shoulder Pain,4,$60K-80K
2025-06-14,45,36-50,Male,North America,Manufacturing,Sales Representative,Onsite,62,Stress Disorder,Medium,5,4,Back Pain; Neck Pain,3,$80K-100K
2025-06-14,60,51-65,Female,Asia,Technology,Sales Representative,Remote,48,PTSD,High,7,3,Back Pain; Eye Strain; Neck Pain,3,$40K-60K
2025-06-15,60,51-65,Female,South America,Manufacturing,Sales Representative,Onsite,45,Stress Disorder,Medium,4,3,Shoulder Pain; Neck Pain,2,$40K-60K
2025-06-15,47,36-50,Male,North America,Technology,Sales Representative,Onsite,40,None,High,7,2,Back Pain; Eye Strain,3,$40K-60K
2025-06-15,23,20-35,Male,South America,Professional Services,Sales Representative,Hybrid,51,ADHD,Medium,5,3,Back Pain; Shoulder Pain; Neck Pain,4,$60K-80K
2025-06-15,34,20-35,Male,South America,Technology,Sales Representative,Remote,43,ADHD,High,8,4,Back Pain,2,$40K-60K
2025-06-16,63,51-65,Female,Oceania,Retail,Sales Representative,Onsite,36,Depression,Medium,5,4,Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-16,60,51-65,Male,Europe,Manufacturing,Sales Representative,Onsite,64,None,High,9,1,None,2,$100K-120K
2025-06-17,33,20-35,Male,Europe,Marketing,Sales Representative,Onsite,62,Burnout,Medium,4,1,Shoulder Pain; Eye Strain; Neck Pain,1,$100K-120K
